Date,Open,High,Low,Close,Shares Traded,Turnover (? Cr)
########,17396.55,17442.9,17235.85,17304.6,2.32E+08,19381.26
########,17236.05,17380.8,17219.2,17276.3,1.90E+08,16126.96
########,17192.25,17351.05,17070.7,17206.65,2.15E+08,18725.57
########,16847.95,17148.55,16843.8,17092.2,3.00E+08,24040.84
########,17194.5,17220.7,17027.85,17063.25,2.00E+08,17662.47
########,16548.9,16705.25,16203.25,16247.95,4.58E+08,36650.83
########,16515.65,16748.8,16478.3,16658.4,3.30E+08,25743.77
########,16481.6,16815.9,16356.3,16793.9,4.04E+08,33831.57
########,16593.1,16678.5,16478.65,16605.95,5.18E+08,39407.44
########,16723.2,16768.95,16442.95,16498.05,4.42E+08,31413
########,16339.45,16456,16133.8,16245.35,4.56E+08,34821.1
########,15867.95,15944.6,15711.45,15863.15,5.85E+08,38038.75
########,15747.75,16028.75,15671.45,16013.45,5.44E+08,38704.4
########,16078,16418.05,15990,16345.35,4.62E+08,35329.34
########,16757.1,16757.3,16447.9,16594.9,4.86E+08,35513.73
########,16528.8,16694.4,16470.9,16630.45,3.44E+08,24720.34
########,16633.7,16887.95,16606.5,16871.3,3.15E+08,23824.02
########,16900.65,16927.75,16555,16663,3.82E+08,29731.09
########,16876.65,16987.9,16837.85,16975.35,2.60E+08,21361.32
########,17202.9,17344.6,17175.75,17287.05,4.48E+08,35367.28
########,17329.5,17353.35,17096.4,17117.6,2.85E+08,22886.39
########,17120.4,17334.4,17006.3,17315.5,3.38E+08,27347.6
########,17405.05,17442.4,17199.6,17245.65,2.92E+08,24705.28
########,17094.95,17291.75,17091.15,17222.75,2.90E+08,25011.72
########,17289,17294.9,17076.55,17153,2.37E+08,20031.39
########,17181.85,17235.1,17003.9,17222,2.53E+08,19976.26
########,17297.2,17343.65,17235.7,17325.3,2.35E+08,20305.78
########,17468.15,17522.5,17387.2,17498.25,5.05E+08,28907.47
########,17519.2,17559.8,17435.2,17464.75,2.81E+08,24032.07
1-Apr-22,17436.9,17703.7,17422.7,17670.45,2.92E+08,21132.13
4-Apr-22,17809.1,18114.65,17791.4,18053.4,3.46E+08,38623.94
5-Apr-22,18080.6,18095.45,17921.55,17957.4,2.83E+08,25096.7
6-Apr-22,17842.75,17901,17779.85,17807.65,3.29E+08,24252.48
7-Apr-22,17723.3,17787.5,17623.7,17639.55,3.09E+08,26236.91
8-Apr-22,17698.15,17842.75,17600.55,17784.35,2.74E+08,25608.1
11-Apr-22,17740.9,17779.05,17650.95,17674.95,2.52E+08,21001.58
12-Apr-22,17584.85,17595.3,17442.35,17530.3,2.66E+08,23958.77
13-Apr-22,17599.9,17663.65,17457.4,17475.65,2.45E+08,20229.83
18-Apr-22,17183.45,17237.75,17067.85,17173.65,3.76E+08,30154.62
19-Apr-22,17258.95,17275.65,16824.7,16958.65,4.01E+08,35467.13
20-Apr-22,17045.25,17186.9,16978.95,17136.55,2.86E+08,25972.15
21-Apr-22,17234.6,17414.7,17215.5,17392.6,2.85E+08,24999.9
22-Apr-22,17242.75,17315.3,17149.2,17171.95,2.63E+08,23371.7
25-Apr-22,17009.05,17054.3,16888.7,16953.95,2.76E+08,22699.65
26-Apr-22,17121.3,17223.85,17064.45,17200.8,2.61E+08,22079.92
27-Apr-22,17073.35,17110.7,16958.45,17038.4,2.65E+08,25373.8
28-Apr-22,17189.5,17322.5,17071.05,17245.05,3.13E+08,28488.87
29-Apr-22,17329.25,17377.65,17053.25,17102.55,3.36E+08,29582.86
########,16924.45,17092.25,16917.25,17069.1,2.78E+08,21222.64
########,17096.6,17132.85,16623.95,16677.6,3.11E+08,27405.52
########,16854.75,16945.7,16651.85,16682.65,2.66E+08,21792.91
########,16415.55,16484.2,16340.9,16411.25,3.01E+08,25472.95
########,16227.7,16403.7,16142.1,16301.85,2.88E+08,23274.74
########,16248.9,16404.55,16197.3,16240.05,2.83E+08,22685.27
########,16270.05,16318.75,15992.6,16167.1,2.84E+08,22994.38
########,16021.1,16041.95,15735.75,15808,3.15E+08,25352.34
########,15977,16083.6,15740.85,15782.15,3.69E+08,27454.12
########,15845.1,15977.95,15739.65,15842.3,2.18E+08,17852.19
########,15912.6,16284.25,15900.8,16259.3,2.96E+08,22782.99
########,16318.15,16399.8,16211.2,16240.3,2.90E+08,23889.84
########,15917.4,15984.75,15775.2,15809.4,3.14E+08,24340.84
########,16043.8,16283.05,16003.85,16266.15,2.52E+08,22806.69
########,16290.95,16414.7,16185.75,16214.7,2.94E+08,25110.85
########,16225.55,16262.8,16078.6,16125.15,2.50E+08,21895.75
########,16196.35,16223.35,16006.95,16025.8,2.43E+08,21400.14
########,16105,16204.45,15903.7,16170.15,3.14E+08,27721.21
########,16296.6,16370.6,16221.95,16352.45,2.74E+08,21341.98
########,16527.9,16695.5,16506.15,16661.4,2.51E+08,21216.5
########,16578.45,16690.75,16521.9,16584.55,6.52E+08,52929.35
1-Jun-22,16594.4,16649.2,16438.85,16522.75,2.50E+08,19350.33
2-Jun-22,16481.65,16646.4,16443.05,16628,2.36E+08,20055.84
3-Jun-22,16761.65,16793.85,16567.9,16584.3,2.46E+08,22249.29
6-Jun-22,16530.7,16610.95,16444.55,16569.55,2.34E+08,17999.41
7-Jun-22,16469.6,16487.25,16347.1,16416.35,2.34E+08,17921.95
8-Jun-22,16474.95,16514.3,16293.35,16356.25,2.43E+08,18336.15
9-Jun-22,16263.85,16492.8,16243.85,16478.1,2.05E+08,16721.68
10-Jun-22,16283.95,16324.7,16172.6,16201.8,1.90E+08,18388.03
13-Jun-22,15877.55,15886.15,15684,15774.4,2.26E+08,20002.64
14-Jun-22,15674.25,15858,15659.45,15732.1,2.25E+08,19825.41
15-Jun-22,15729.25,15783.65,15678.9,15692.15,1.83E+08,16063.24
16-Jun-22,15832.25,15863.15,15335.1,15360.6,2.65E+08,21383.06
17-Jun-22,15272.65,15400.4,15183.4,15293.5,3.43E+08,29074
20-Jun-22,15334.5,15382.5,15191.1,15350.15,2.60E+08,18531.78
21-Jun-22,15455.95,15707.25,15419.85,15638.8,2.63E+08,18934.27
22-Jun-22,15545.65,15565.4,15385.95,15413.3,2.21E+08,16817.07
23-Jun-22,15451.55,15628.45,15367.5,15556.65,2.59E+08,21722.06
24-Jun-22,15657.4,15749.25,15619.45,15699.25,2.20E+08,18259.72
27-Jun-22,15926.2,15927.45,15815.5,15832.05,2.11E+08,17770.42
28-Jun-22,15757.45,15892.1,15710.15,15850.2,2.52E+08,18419.75
29-Jun-22,15701.7,15861.6,15687.8,15799.1,4.45E+08,22528.57
30-Jun-22,15774.5,15890,15728.85,15780.25,3.06E+08,23970.65
1-Jul-22,15703.7,15793.95,15511.05,15752.05,3.64E+08,25891.94
4-Jul-22,15710.5,15852.35,15661.8,15835.35,3.04E+08,19875.22
5-Jul-22,15909.15,16025.75,15785.45,15810.85,2.54E+08,19129.6
6-Jul-22,15818.2,16011.35,15800.9,15989.8,2.88E+08,22836.77
7-Jul-22,16113.75,16150.5,16045.95,16132.9,2.65E+08,21465.33
8-Jul-22,16273.65,16275.5,16157.9,16220.6,2.81E+08,20990.69
11-Jul-22,16136.15,16248.55,16115.5,16216,2.56E+08,20240.69
12-Jul-22,16126.2,16158.75,16031.15,16058.3,2.09E+08,16042.52
13-Jul-22,16128.2,16140,15950.15,15966.65,2.33E+08,19649.66
14-Jul-22,16018.85,16070.85,15858.2,15938.65,2.29E+08,18858.83
15-Jul-22,16010.8,16066.95,15927.3,16049.2,2.06E+08,17031.43
18-Jul-22,16151.4,16287.95,16142.2,16278.5,2.28E+08,19420.93
19-Jul-22,16187.05,16359.5,16187.05,16340.55,2.23E+08,18068.59
20-Jul-22,16562.8,16588,16490.95,16520.85,2.84E+08,22061.81
21-Jul-22,16523.55,16626.95,16483.9,16605.25,2.44E+08,20603.17
22-Jul-22,16661.25,16752.25,16610.9,16719.45,1.91E+08,18600.11
25-Jul-22,16662.55,16706.05,16564.25,16631,2.11E+08,19384.43
26-Jul-22,16632.9,16636.1,16463.3,16483.85,2.08E+08,20087.54
27-Jul-22,16475.35,16653.45,16438.75,16641.8,1.85E+08,17608.03
28-Jul-22,16774.85,16947.65,16746.25,16929.6,3.76E+08,26674.28
29-Jul-22,17079.5,17172.8,17018.15,17158.25,4.36E+08,28241.29
########,17243.2,17356.25,17154.8,17340.05,3.82E+08,23221.04
########,17310.15,17390.15,17215.85,17345.45,3.34E+08,22576.94
########,17349.25,17407.5,17225.85,17388.15,2.85E+08,20842.13
########,17463.1,17490.7,17161.25,17382,3.25E+08,21848.21
########,17423.65,17474.4,17348.75,17397.5,3.55E+08,20013.14
########,17401.5,17548.8,17359.75,17525.1,2.57E+08,18475.21
########,17566.1,17566.1,17442.8,17534.75,3.13E+08,21952.35
########,17711.65,17719.3,17631.95,17659,3.11E+08,20476.53
########,17659.65,17724.65,17597.85,17698.15,3.04E+08,18422.47
########,17797.2,17839.1,17764.05,17825.25,2.78E+08,18495.27
########,17868.15,17965.95,17833.35,17944.25,2.63E+08,21209.54
########,17898.65,17968.45,17852.05,17956.5,2.64E+08,18441.68
########,17966.55,17992.2,17710.75,17758.45,2.96E+08,21531.99
########,17682.9,17690.05,17467.35,17490.7,2.88E+08,19605.44
########,17357.35,17625.55,17345.2,17577.5,2.86E+08,20365.8
########,17525.45,17623.65,17499.25,17604.95,2.62E+08,17819.88
########,17679,17726.5,17487.45,17522.45,2.30E+08,17566.7
########,17619.3,17685.85,17519.35,17558.9,2.67E+08,17500.8
########,17188.65,17380.15,17166.2,17312.9,2.45E+08,19351.5
########,17414.95,17777.65,17401.5,17759.3,3.25E+08,26284.26
########,17485.7,17695.6,17468.45,17542.8,3.09E+08,26813.95
########,17598.4,17643.85,17476.45,17539.45,2.56E+08,19548.88
########,17546.45,17683.15,17540.35,17665.8,2.30E+08,17011.26
########,17695.7,17764.65,17587.65,17655.6,2.51E+08,17521.09
########,17519.4,17650.75,17484.3,17624.4,3.54E+08,25419.5
########,17748.15,17807.65,17691.95,17798.75,2.80E+08,19925.25
########,17923.35,17925.95,17786,17833.35,2.70E+08,20564.06
########,17890.85,17980.55,17889.15,17936.35,2.28E+08,17648.17
########,18044.45,18088.3,18015.45,18070.05,2.60E+08,21039.08
########,17771.15,18091.55,17771.15,18003.75,3.66E+08,26611.96
########,18046.35,18096.15,17861.5,17877.4,2.90E+08,22007.78
########,17796.8,17820.05,17497.25,17530.85,4.68E+08,36013.89
########,17540.65,17667.2,17429.7,17622.25,2.58E+08,19548.99
########,17770.4,17919.3,17744.4,17816.25,2.63E+08,20456.69
########,17766.35,17838.7,17663.6,17718.35,2.46E+08,19816.78
########,17609.65,17722.75,17532.45,17629.8,2.84E+08,21303.96
########,17593.85,17642.15,17291.65,17327.35,3.91E+08,23750.53
########,17156.3,17196.4,16978.3,17016.3,4.92E+08,27533.01
########,17110.9,17176.45,16942.35,17007.4,3.60E+08,22712.8
########,16870.55,17037.6,16820.4,16858.6,3.24E+08,21400.93
########,16993.6,17026.05,16788.6,16818.1,3.40E+08,24758.63
########,16798.05,17187.1,16747.7,17094.35,3.80E+08,26205.63
########,17102.1,17114.65,16855.55,16887.35,2.86E+08,21860.54
########,17147.45,17287.3,17117.3,17274.3,2.32E+08,18480.43
########,17379.25,17428.8,17315.65,17331.8,2.68E+08,20404.46
########,17287.2,17337.35,17216.95,17314.65,2.16E+08,17043.26
########,17094.35,17280.15,17064.7,17241,2.34E+08,16220.67
########,17256.05,17261.8,16950.3,16983.55,2.83E+08,22178.37
########,17025.55,17142.35,16960.05,17123.6,2.56E+08,18098.41
########,17087.35,17112.35,16956.95,17014.35,2.66E+08,18189.64
########,17322.3,17348.55,17169.75,17185.7,2.27E+08,17813.47
########,17144.8,17328.55,17098.55,17311.8,2.12E+08,16887.83
########,17438.75,17527.8,17434.05,17486.95,2.39E+08,18224.95
########,17568.15,17607.6,17472.85,17512.25,2.10E+08,17200.79
########,17423.1,17584.15,17421,17563.95,2.50E+08,18345.6
########,17622.85,17670.15,17520.75,17576.3,2.78E+08,23547.38
########,17736.35,17777.55,17707.4,17730.75,45029477,3772.49
########,17808.3,17811.5,17637,17656.35,2.51E+08,20338.32
########,17771.4,17783.9,17654.5,17736.95,3.25E+08,24166.3
########,17756.4,17838.9,17723.7,17786.8,2.50E+08,19099.59
########,17910.2,18022.8,17899.9,18012.2,2.27E+08,19846.47
########,18130.7,18175.8,18060.15,18145.4,3.50E+08,26796.59
########,18177.9,18178.75,18048.65,18082.85,2.71E+08,20072.62
########,17968.35,18106.3,17959.2,18052.7,2.13E+08,16037.78
########,18053.4,18135.1,18017.15,18117.15,2.68E+08,21062.54
########,18211.75,18255.5,18064.75,18202.8,3.15E+08,25124.84
########,18288.25,18296.4,18117.5,18157,3.07E+08,23344.58
########,18044.35,18103.1,17969.4,18028.2,2.56E+08,19848.06
########,18272.35,18362.3,18259.35,18349.7,3.78E+08,30732.11
########,18376.4,18399.45,18311.4,18329.15,3.01E+08,21697.66
########,18362.75,18427.95,18282,18403.4,2.51E+08,17836.19
########,18398.25,18442.15,18344.15,18409.65,2.19E+08,19732.87
########,18358.7,18417.6,18312.95,18343.9,2.01E+08,16410.36
########,18382.95,18394.6,18209.8,18307.65,1.99E+08,16553.69
########,18246.4,18262.3,18133.35,18159.95,2.14E+08,15037.5
########,18179.15,18261.85,18137.7,18244.2,1.78E+08,14750.98
########,18325.2,18325.4,18246,18267.25,1.79E+08,15674.45
########,18326.1,18529.7,18294.25,18484.1,2.04E+08,18218.35
########,18528.45,18534.9,18445.1,18512.75,2.06E+08,17112.8
########,18430.55,18614.25,18365.6,18562.75,2.06E+08,19006.92
########,18552.45,18678.1,18552.15,18618.05,1.95E+08,16568.17
########,18625.7,18816.05,18616.55,18758.35,3.46E+08,32757.21
########,18871.95,18887.6,18778.2,18812.5,3.25E+08,22216.65
########,18752.4,18781.95,18639.2,18696.1,2.54E+08,20233.76
########,18719.55,18728.6,18591.35,18701.05,2.88E+08,19471.83
########,18600.65,18654.9,18577.9,18642.75,2.18E+08,17772.27
########,18638.85,18668.3,18528.4,18560.5,2.01E+08,17496.8
########,18570.85,18625,18536.95,18609.35,2.03E+08,19277.65
########,18662.4,18664.7,18410.1,18496.6,2.16E+08,20317.78
########,18402.15,18521.55,18345.7,18497.15,1.94E+08,16688.2
########,18524.4,18617.25,18490.2,18608,1.88E+08,16536.17
########,18671.25,18696.1,18632.9,18660.3,2.08E+08,16626
########,18614.4,18652.9,18387.7,18414.9,1.83E+08,15618.55
########,18319.1,18440.95,18255.15,18269,2.78E+08,23292.95
########,18288.1,18431.65,18244.55,18420.45,1.55E+08,14455.23
########,18340.3,18404.9,18202.65,18385.3,1.69E+08,15038.56
########,18435.15,18473.35,18162.75,18199.1,1.88E+08,17223.44
########,18288.8,18318.75,18068.6,18127.35,1.96E+08,16725.23
########,17977.65,18050.45,17779.5,17806.8,2.21E+08,18486.94
########,17830.4,18084.1,17774.25,18014.6,1.77E+08,13708.21
########,18089.8,18149.25,17967.45,18132.3,2.14E+08,13000.64
########,18084.75,18173.1,18068.35,18122.5,1.94E+08,13997.59
########,18045.7,18229.7,17992.8,18191,2.81E+08,18466.05
########,18259.1,18265.25,18080.3,18105.3,1.92E+08,14475.22
2-Jan-23,18131.7,18215.15,18086.5,18197.45,2.56E+08,11793.06
3-Jan-23,18163.2,18251.95,18149.8,18232.55,2.09E+08,13680.91
4-Jan-23,18230.65,18243,18020.6,18042.95,2.35E+08,16687.71
5-Jan-23,18101.95,18120.3,17892.6,17992.15,2.70E+08,22108.53
6-Jan-23,18008.05,18047.4,17795.55,17859.45,2.38E+08,17495.25
9-Jan-23,17952.55,18141.4,17936.15,18101.2,2.57E+08,19916.16
10-Jan-23,18121.3,18127.6,17856,17914.15,2.83E+08,20570.3
11-Jan-23,17924.25,17976.35,17824.35,17895.7,2.60E+08,20204.33
12-Jan-23,17920.85,17945.8,17761.65,17858.2,2.28E+08,19762.43
13-Jan-23,17867.5,17999.35,17774.25,17956.6,2.57E+08,21341.7
16-Jan-23,18033.15,18049.65,17853.65,17894.85,2.06E+08,16728.37
17-Jan-23,17922.8,18072.05,17886.95,18053.3,2.19E+08,17461.09
18-Jan-23,18074.3,18183.75,18032.45,18165.35,2.56E+08,20500.07
19-Jan-23,18119.8,18155.2,18063.75,18107.85,2.38E+08,18413.13
20-Jan-23,18115.6,18145.45,18016.2,18027.65,2.37E+08,19519.96
23-Jan-23,18118.45,18162.6,18063.45,18118.55,2.02E+08,17060.12
24-Jan-23,18183.95,18201.25,18078.65,18118.3,2.17E+08,19705.91
25-Jan-23,18093.35,18100.6,17846.15,17891.95,2.57E+08,20890.56
27-Jan-23,17877.2,17884.75,17493.55,17604.35,4.76E+08,40104.83
30-Jan-23,17541.95,17709.15,17405.55,17648.95,4.32E+08,38159.88
31-Jan-23,17731.45,17735.7,17537.55,17662.15,3.98E+08,35023.7
########,17811.6,17972.2,17353.4,17616.3,5.13E+08,38486.19
########,17517.1,17653.9,17445.95,17610.4,4.90E+08,37639.96
########,17721.75,17870.3,17584.2,17854.05,4.24E+08,34503.67
########,17818.55,17823.7,17698.35,17764.6,2.83E+08,21864.88
########,17790.1,17811.15,17652.55,17721.5,3.54E+08,23611.08
########,17750.3,17898.7,17744.15,17871.7,2.91E+08,23733.4
########,17885.5,17916.9,17779.8,17893.45,2.61E+08,21529.97
########,17847.55,17876.95,17801,17856.5,2.32E+08,17063.99
########,17859.1,17880.7,17719.75,17770.9,2.31E+08,17406.31
########,17840.35,17954.55,17800.05,17929.85,2.45E+08,20579.8
########,17896.6,18034.1,17853.8,18015.85,2.29E+08,21457.34
########,18094.75,18134.75,18000.65,18035.85,2.30E+08,18891.55
########,17974.85,18034.25,17884.6,17944.2,2.08E+08,16998.33
########,17965.55,18004.35,17818.4,17844.6,1.75E+08,14729.07
########,17905.8,17924.9,17800.3,17826.7,1.98E+08,15593.09
########,17755.35,17772.5,17529.45,17554.3,2.04E+08,17162.09
########,17574.65,17620.05,17455.4,17511.25,2.41E+08,19313.68
########,17591.35,17599.75,17421.8,17465.8,2.09E+08,16100.18
########,17428.6,17451.6,17299,17392.7,2.46E+08,16638.41
########,17383.25,17440.45,17255.2,17303.95,4.21E+08,32959.77
########,17360.1,17467.75,17345.25,17450.9,2.73E+08,19784.53
########,17421.5,17445.8,17306,17321.9,3.11E+08,22068.68
########,17451.25,17644.75,17427.7,17594.35,3.56E+08,24143.96
########,17680.35,17799.95,17671.95,17711.45,3.63E+08,26959.41
########,17665.75,17766.5,17602.25,17754.4,2.67E+08,23155.56
########,17772.05,17772.35,17573.6,17589.6,2.62E+08,21964.17
########,17443.8,17451.5,17324.35,17412.9,2.36E+08,19794.73
########,17421.9,17529.9,17113.45,17154.3,2.55E+08,22860.67
########,17160.55,17224.65,16987.1,17043.3,2.91E+08,26057.6
########,17166.45,17211.35,16938.9,16972.15,2.48E+08,22659.09
########,16994.65,17062.45,16850.15,16985.6,3.50E+08,24198.71
########,17111.8,17145.8,16958.15,17100.05,4.08E+08,30478.42
########,17066.6,17066.6,16828.35,16988.4,2.42E+08,21454.09
########,17060.4,17127.7,17016,17107.5,2.47E+08,22039.11
########,17177.45,17207.25,17107.85,17151.9,1.86E+08,15712
########,17097.4,17205.4,17045.3,17076.9,2.19E+08,19676.97
########,17076.2,17109.45,16917.35,16945.05,2.28E+08,19019.88
########,16984.3,17091,16918.55,16985.7,2.18E+08,18466.56
########,17031.75,17061.75,16913.75,16951.7,2.39E+08,20942.5
########,16977.3,17126.15,16940.6,17080.7,3.46E+08,27261.74
########,17210.35,17381.6,17204.65,17359.75,2.64E+08,24970.98
3-Apr-23,17427.95,17428.05,17312.75,17398.05,2.30E+08,20359.58
5-Apr-23,17422.3,17570.55,17402.7,17557.05,2.48E+08,23911.75
6-Apr-23,17533.85,17638.7,17502.85,17599.15,2.43E+08,23543.21
10-Apr-23,17634.9,17694.1,17597.95,17624.05,2.55E+08,21092.06
11-Apr-23,17704.8,17748.75,17655.15,17722.3,3.04E+08,25841.64
12-Apr-23,17759.55,17825.75,17717.25,17812.4,2.33E+08,22851.93
13-Apr-23,17807.3,17842.15,17729.65,17828,2.86E+08,26460.2
17-Apr-23,17863,17863,17574.05,17706.85,3.57E+08,35118.57
18-Apr-23,17766.6,17766.6,17610.2,17660.15,2.59E+08,23032.99
19-Apr-23,17653.35,17666.15,17579.85,17618.75,2.81E+08,21562.08
20-Apr-23,17638.6,17684.45,17584.35,17624.45,2.15E+08,19457.45
21-Apr-23,17639.75,17663.2,17553.95,17624.05,2.30E+08,19091.44
24-Apr-23,17707.55,17754.5,17612.5,17743.4,2.56E+08,23142.94
25-Apr-23,17761.55,17807.45,17716.85,17769.25,2.97E+08,28819.53
26-Apr-23,17767.3,17827.75,17711.2,17813.6,2.33E+08,21295.14
27-Apr-23,17813.1,17931.6,17797.9,17915.05,2.41E+08,24454.15
28-Apr-23,17950.4,18089.15,17885.3,18065,2.90E+08,27026.12
########,18124.8,18180.25,18101.75,18147.65,2.65E+08,23615.47
########,18113.8,18116.35,18042.4,18089.85,2.26E+08,19079.79
########,18081,18267.45,18066.7,18255.8,2.27E+08,21889.48
########,18117.3,18216.95,18055.45,18069,2.40E+08,26152.88
########,18120.6,18286.95,18100.3,18264.4,2.28E+08,22687.94
########,18303.4,18344.2,18229.65,18265.95,2.45E+08,23478.06
########,18313.6,18326.75,18211.95,18315.1,2.20E+08,21416.41
########,18357.8,18389.7,18270.4,18297,2.49E+08,26440.1
########,18273.75,18342.75,18194.55,18314.8,2.42E+08,22046.04
########,18339.3,18458.9,18287.9,18398.85,2.16E+08,19329.75
########,18432.35,18432.35,18264.35,18286.5,2.19E+08,21063.78
########,18300.45,18309,18115.35,18181.75,2.30E+08,20903.12
########,18287.5,18297.2,18104.85,18129.95,2.72E+08,24172.44
########,18186.15,18218.1,18060.4,18203.4,2.61E+08,22105.67
########,18201.1,18335.25,18178.85,18314.4,2.63E+08,25147.58
########,18362.9,18419.75,18324.2,18348,2.70E+08,28648.15
########,18294.8,18392.6,18262.95,18285.4,2.33E+08,24273.17
########,18268.9,18338.1,18202.4,18321.15,2.36E+08,22411.41
########,18368.35,18508.55,18333.15,18499.35,1.99E+08,19094.08
########,18619.15,18641.2,18581.25,18598.65,2.65E+08,19237.57
########,18606.65,18662.45,18575.5,18633.85,2.34E+08,21660.69
########,18594.2,18603.9,18483.85,18534.4,6.96E+08,70755.08
1-Jun-23,18579.4,18580.3,18464.55,18487.75,2.66E+08,24056.99
2-Jun-23,18550.85,18573.7,18478.4,18534.1,2.71E+08,23171.88
5-Jun-23,18612,18640.15,18582.8,18593.85,2.56E+08,20369.16
6-Jun-23,18600.8,18622.75,18531.6,18599,2.21E+08,21957.47
7-Jun-23,18665.6,18738.95,18636,18726.4,2.60E+08,21482.77
8-Jun-23,18725.35,18777.9,18615.6,18634.55,2.86E+08,22762.3
9-Jun-23,18655.9,18676.65,18555.4,18563.4,2.22E+08,20181.42
12-Jun-23,18595.05,18633.6,18559.75,18601.5,1.79E+08,15386.04
13-Jun-23,18631.8,18728.9,18631.8,18716.15,2.33E+08,22612.62
14-Jun-23,18744.6,18769.7,18690,18755.9,2.61E+08,19520.08
15-Jun-23,18774.45,18794.1,18669.05,18688.1,2.63E+08,24820.77
16-Jun-23,18723.3,18864.7,18710.5,18826,2.73E+08,28877.67
19-Jun-23,18873.3,18881.45,18719.15,18755.45,2.20E+08,22699.84
20-Jun-23,18752.35,18839.7,18660.65,18816.7,2.12E+08,19687.08
21-Jun-23,18849.4,18875.9,18794.85,18856.85,2.17E+08,19102.48
22-Jun-23,18853.6,18886.6,18759.5,18771.25,2.53E+08,24990.87
23-Jun-23,18741.85,18756.4,18647.1,18665.5,2.11E+08,20619.6
26-Jun-23,18682.35,18722.05,18646.7,18691.2,1.71E+08,17355.14
27-Jun-23,18748.55,18829.25,18714.25,18817.4,2.22E+08,21415.89
28-Jun-23,18908.15,19011.25,18861.35,18972.1,3.99E+08,37356.94
30-Jun-23,19076.85,19201.7,19024.6,19189.05,2.48E+08,26376.62
3-Jul-23,19246.5,19345.1,19234.4,19322.55,2.26E+08,22681.54
4-Jul-23,19406.6,19434.15,19300,19389,2.27E+08,26634.06
5-Jul-23,19405.95,19421.6,19339.6,19398.5,2.24E+08,24699.24
6-Jul-23,19385.7,19512.2,19373,19497.3,2.68E+08,28540.18
7-Jul-23,19422.8,19523.6,19303.6,19331.8,2.37E+08,23089.25
10-Jul-23,19400.35,19435.85,19327.1,19355.9,2.68E+08,25991.55
11-Jul-23,19427.1,19515.1,19406.45,19439.4,2.51E+08,26883.78
12-Jul-23,19497.45,19507.7,19361.75,19384.3,3.28E+08,40163.14
13-Jul-23,19495.2,19567,19385.8,19413.75,3.10E+08,27244.56
14-Jul-23,19493.45,19595.35,19433.5,19564.5,2.91E+08,25484.44
17-Jul-23,19612.15,19731.85,19562.95,19711.45,2.69E+08,25975.57
18-Jul-23,19787.5,19819.45,19690.2,19749.25,2.86E+08,33269.08
19-Jul-23,19802.95,19851.7,19727.45,19833.15,2.60E+08,26447.9
20-Jul-23,19831.7,19991.85,19758.4,19979.15,2.75E+08,30622.66
21-Jul-23,19800.45,19887.4,19700,19745,3.12E+08,33802.14
24-Jul-23,19748.45,19782.75,19658.3,19672.35,2.66E+08,24522.29
25-Jul-23,19729.35,19729.35,19615.95,19680.6,3.70E+08,29665.67
26-Jul-23,19733.35,19825.6,19716.7,19778.3,2.45E+08,23023.86
27-Jul-23,19850.9,19867.55,19603.55,19659.9,3.35E+08,35019.13
28-Jul-23,19659.75,19695.9,19563.1,19646.05,2.59E+08,22995.98
31-Jul-23,19666.35,19772.75,19597.6,19753.8,2.95E+08,23075.38
########,19784,19795.6,19704.6,19733.55,2.98E+08,24554.71
########,19655.4,19678.25,19423.55,19526.55,2.91E+08,23997.47
########,19463.75,19537.65,19296.45,19381.65,3.16E+08,29899.38
########,19462.8,19538.85,19436.45,19517,2.81E+08,28086.15
########,19576.85,19620.45,19524.8,19597.3,2.17E+08,21655.87
########,19627.2,19634.4,19533.1,19570.85,2.60E+08,25437.47
########,19578.8,19645.5,19467.5,19632.55,2.66E+08,23201.75
########,19605.55,19623.6,19495.4,19543.1,3.12E+08,29430.34
########,19554.25,19557.75,19412.75,19428.3,2.36E+08,24521.24
########,19383.95,19465.85,19257.9,19434.55,2.44E+08,22767.43
########,19369,19482.75,19317.2,19465,2.27E+08,21484.66
########,19450.55,19461.55,19326.25,19365.25,2.69E+08,26505.65
########,19301.75,19373.8,19253.6,19310.15,2.56E+08,25641.41
########,19320.65,19425.95,19296.3,19393.6,2.63E+08,20738.75
########,19417.1,19443.5,19381.3,19396.45,2.09E+08,20226.48
########,19439.2,19472.05,19366.6,19444,2.25E+08,20167.16
########,19535.15,19584.45,19369,19386.7,2.68E+08,24338.24
########,19297.4,19339.55,19229.7,19265.8,4.67E+08,24998.12
########,19298.35,19366.85,19249.7,19306.05,2.48E+08,18237.22
########,19374.85,19377.9,19309.1,19342.65,3.07E+08,22501.12
########,19433.45,19452.8,19334.75,19347.45,2.33E+08,19877.49
########,19375.55,19388.2,19223.65,19253.8,5.63E+08,45699.54
########,19258.15,19458.55,19255.7,19435.3,3.73E+08,25962.38
########,19525.05,19545.15,19432.85,19528.8,3.96E+08,24822.79
########,19564.65,19587.05,19525.75,19574.9,3.04E+08,24029.89
########,19581.2,19636.45,19491.5,19611.05,5.13E+08,32500.52
########,19598.65,19737,19550.05,19727.05,3.05E+08,23591
########,19774.8,19867.15,19728.05,19819.95,2.88E+08,23530.84
########,19890,20008.15,19865.35,19996.35,2.49E+08,21924.34
########,20110.15,20110.35,19914.65,19993.2,3.28E+08,30110.8
########,19989.5,20096.9,19944.1,20070,2.51E+08,24332.36
